10.4,30,338.2,117.8,2747,43.89,30
11,30,337.6,117.4,2738,43.87,30
11.2,30,336.9,117.1,2728,44.16,30
10.7,30,336.2,117.3,2726,43.78,30
11.1,30,336.2,117.2,2724,43.88,30
11,30,335.4,117.1,2724,43.53,30
11.7,30,334.7,116.9,2753,43.82,30
11.3,30,334.8,117.4,2747,43.87,30
11.6,30,333.4,117.1,2767,44.02,30
11.2,30,333,117.6,2756,43.9,30
11.1,30,333.1,117.4,2733,44.14,30
10.6,30,331.6,117.6,2709,44.02,30
10.4,30,331.4,117.5,2708,44.09,30
10.2,30,330.8,117.7,2704,44.06,30
10.1,30,330.4,117.8,2706,44.14,30
14.5,30,330.2,117.5,2736,43.93,30
13.9,30,329.6,114.2,2712,43.88,30
13.1,30,329.3,117.7,2715,43.89,30
11.7,30,329.1,117.5,2739,44.7,30
10.7,30,329,117.7,2716,44.91,30
9.9,30,327.7,117.9,2694,44.57,30
10.8,30,325.2,117.7,2726,44.37,30
11.1,30,326.3,117.5,2732,44.44,30
10.2,30,325.8,117.8,2714,44.49,30
12,30,325.6,117.6,2755,44.49,30
11.1,30,324.5,117.7,2757,44.57,30
11,30,324.2,117.5,2721,44.55,30
10.6,30,323.5,117.4,2708,44.6,30
10.7,30,323.3,117.6,2721,44.5,30
15.8,30,322.7,117.6,2726,44.67,30
19.3,30,322.4,111.5,2829,44.47,30
19.8,30,321.8,116.8,2954,45,30
11.5,30,320.8,116.8,2731,44.37,30
11.5,30,320.7,117.1,2708,44.31,30
11.5,30,320.4,116.8,2715,44.61,30
11.5,30,319.9,116.7,2759,44.7,30
11.4,30,319.4,116.5,2759,44.59,30
11.9,30,318.8,116.8,2763,44.55,30
11.7,30,317.8,116.5,2724,44.74,30
11.7,30,317.6,116.3,2717,44.86,30
12.9,30,316.8,116.4,2717,44.41,30
8.2,30,307.7,126.2,2673,83.39,30
6.9,30,307.3,121.4,2859,82.83,30
6.5,29,305.7,123.6,2854,28.15,29
6.4,30,305.8,123.1,2832,28.13,30
6.4,29,304.7,122.2,2865,28.1,29
6.7,29,304.9,123.6,2824,28.07,29
8.9,29,303.8,122,2830,28.04,29
9.3,29,303.5,120.3,2860,28.08,29
7.1,29,302,122.7,2641,28.01,29
5.6,30,302.5,122.4,2632,28.06,30
5.6,30,302.1,122.3,2628,28.11,30
7.9,29,301.4,122,2675,28.11,29
7.5,29,301.2,121.4,2668,34.61,29
8.3,29,300.1,119.7,2718,43.96,29
8.5,29,300.9,119.2,2718,43.88,29
9.1,29,299.4,119.1,2730,44.25,29
8.9,29,298.5,119.1,2736,44.16,29
8.7,29,297.7,119.6,2733,43.86,29
9.7,29,298.1,144,2676,36.92,29
10.8,29,297.2,139,2741,48.43,29
12.2,29,296,138.6,2772,48.86,29
11.2,29,296.1,138.5,2735,48.78,29
12.2,29,292.7,137.6,2750,48.85,29
11.8,29,293.5,137.8,2751,48.81,29
12,29,294.9,137.5,2723,48.84,29
12,29,294.3,137.6,2735,48.82,29
12.7,29,294,137.3,2715,48.67,29
12.6,29,293.8,136.9,2709,48.51,29
12,29,293.7,137.8,2707,48.75,29
11.7,29,293.3,137.8,2700,48.89,29
11.8,29,291.9,138.1,2705,48.8,29
11.3,29,291.6,137.9,2714,48.52,29
11.7,29,290,137.9,2742,49.29,29
11.1,29,289.8,140.6,2861,49.59,29
8.3,29,290.1,143,2850,29.86,29
9.1,29,288.7,142.6,2783,29.77,29
10,29,290.7,142.6,2863,29.72,29
11.8,29,290.1,140.4,2908,29.74,29
12.6,29,289,137.9,2804,29.75,29
13.8,29,288.7,138.8,2690,49.46,29
13.5,29,286,137.8,2808,59.04,29
13.6,29,287.7,135.9,2801,63.56,29
14.6,29,288.1,135.2,2804,64.8,29
15,29,287.7,134.3,2829,64.57,29
15,29,286.2,134.4,2830,64.63,29
15.8,29,285.7,134.2,2821,64.7,29
15.9,29,285.7,134.2,2817,64.61,29
14.5,29,285.4,138.7,2960,61.3,29
10.2,29,283.7,141.4,2879,29.96,29
10.4,29,285,141.4,2782,29.79,29
10.6,29,283.7,140.8,2857,29.82,29
10,29,280.9,139.5,2908,29.86,29
9.9,29,292.5,140.3,2878,29.98,29
13,29,303.3,139.9,2745,52.35,29
14,29,309.7,135.7,2818,59.49,29
14.6,29,316.7,134.9,2810,59.4,29
14.9,29,322.2,134.2,2828,59.46,29
15.1,29,327.9,134.2,2834,59.49,29
15.1,29,333.8,134.3,2819,59.56,29
15.2,29,339.5,134,2833,59.57,29
15.5,29,344.8,134.2,2847,59.58,29
14.9,29,351.6,134.3,2823,59.34,29
15.6,29,355.5,134,2821,59.44,29
15.4,29,361,133.7,2820,59.42,29
15.1,29,366.4,134.2,2813,59.52,29
16.1,29,371.7,134,2828,59.54,29
16.8,29,376.7,133.7,2812,59.53,29
17.3,29,381.1,132.9,2858,59.67,29
15.8,29,386.2,133.7,2831,59.43,29
19.8,29,391.5,133.7,2799,59.48,29
20.1,29,397.6,129.3,2800,59.39,29
19.7,29,401,133.9,2800,59.57,29
15.8,29,404.7,133.7,2793,59.86,29
15.6,29,409,134.1,2794,59.93,29
15,29,412.7,134.3,2781,60.21,29
14.8,29,416.8,134.5,2784,59.56,29
14.6,29,420.2,134.6,2787,59.82,29
14.9,29,425,134.3,2780,59.9,29
15.2,29,428.7,134.2,2776,59.98,29
15.1,29,432.6,134.2,2766,59.96,29
15,29,435.7,134.4,2764,59.8,29
15.7,30,440.6,134.7,2769,59.87,30
15,30,444.5,134.7,2773,59.94,30
14.4,30,447.5,135.6,2767,60.29,30
14.2,30,452,135.4,2743,59.6,30
14.5,30,452.5,135.1,2769,60.06,30
15.8,30,450.8,134.3,2773,59.62,30
15.8,30,449.9,137.9,2853,59.63,30
10.8,30,448.2,139.1,2854,28.95,30
10.1,30,445.2,141.1,2817,28.87,30
11,30,444.9,141.7,2763,28.85,30
10.8,30,444.9,139.6,2831,28.85,30
9.9,30,443.2,139.7,2858,28.89,30
10,30,441.2,139.7,2836,28.9,30
15.4,29,441.1,139.3,2737,65.71,29
11.5,40,445.2,148.4,2692,69.28,40
17.2,40,442.7,138.8,2822,74.36,40
17.2,40,441.2,139.3,2957,74.24,40
14.5,40,439.8,136.8,2882,74.73,40
15.1,40,439.2,136.1,2880,74.77,40
15.2,40,437.7,136.1,2886,74.58,40
20.8,40,436.7,135.5,2886,74.31,40
21.1,40,436.1,130.3,2879,74.43,40
21.1,40,434.6,135,2929,74.58,40
15.8,40,434.6,135.6,2900,74.22,40
16,40,434.4,135.4,2887,74.47,40
16.7,40,433.3,134.9,2883,74.57,40
16.8,40,433.4,134.4,2885,74.78,40
18,40,432.9,134.1,2905,74.69,40
18.4,40,433.1,132.9,2880,74.54,40
18.4,40,432.5,133,2909,74.3,40
17.7,40,431.7,133.4,2895,74.52,40
17.5,40,431.3,133.6,2892,74.37,40
17.1,40,430.8,134.2,2888,74.39,40
16.7,40,430.8,134.6,2880,74.36,40
16.9,40,430.7,135,2883,74.41,40
17.3,40,430.2,133.8,2904,74.84,40
17.5,40,430.1,133.5,2915,74.56,40
17.6,40,430.1,133.6,2924,74.68,40
17.4,40,430,133.7,2892,74.26,40
17.9,40,430.1,133.3,2899,74.41,40
17.7,40,429.4,133.3,2910,74.67,40
17.8,40,428.5,133.3,2930,74.53,40
18,40,428.3,133.3,2932,74.45,40
18.1,40,427.5,132.9,2911,74.29,40
18.7,40,427.4,132.9,2911,74.47,40
18.3,40,427.4,133.2,2910,73.6,40
18.6,40,427.1,132.9,2911,75.48,40
18.7,40,427.4,132.5,2913,75.49,40
18.3,40,427.1,132.8,2923,75.49,40
18.7,40,427.2,132.8,2943,75.51,40
18.4,40,426.7,132.7,2914,75.49,40
21.8,40,427.8,132.6,2932,75.5,40
23,40,428,128.6,2928,75.38,40
22.9,40,426.4,131.6,2939,75.45,40
19,40,425.8,132.2,2942,75.49,40
19,40,425.8,132.2,2935,75.45,40
19,40,424.9,132,2933,75.32,40
18.9,40,424.9,132.5,2934,75.28,40
18.5,40,425.2,132.8,2913,75.51,40
18.7,40,424.8,138.5,3009,75.07,40
12.1,40,423,139.6,2950,29.81,40
12,40,422.9,141.6,2916,29.79,40
12.2,40,422.2,141.4,2833,29.85,40
12.2,40,421.7,139.7,2930,29.85,40
9,40,417.7,145,2615,19.83,40
13.5,40,417.7,141.3,3052,43.8,40
13.4,40,417,138.1,3052,43.96,40
15.9,40,416.6,138.8,3017,74.01,40
17.8,40,416.5,134.4,2867,80.86,40
18.3,40,416.4,133,2875,80.22,40
18.5,40,416.5,132.7,2876,80.25,40
18.1,40,415.7,132.8,2872,80.47,40
18,40,415.6,133.1,2871,80.49,40
18.2,40,415,133.1,2884,80.39,40
17.7,40,415,133.3,2884,80.22,40
17.7,40,414.8,133.3,2884,80.09,40
18.1,40,414.5,133.2,2877,80.31,40
18.2,40,414.7,132.9,2885,80.3,40
18.5,40,414.4,132.7,2887,80.4,40
18.3,40,413.8,132.8,2891,80.19,40
18.4,40,413.6,132.6,2890,80.3,40
18.3,40,413.2,132.9,2893,80.39,40
17.9,40,413.4,133.2,2890,80.56,40
22.4,40,413,133.3,2891,80.56,40
23.1,40,412.7,129.3,2892,80.08,40
23.9,40,412.6,131.2,2880,80.41,40
20.2,40,412.3,131.1,2892,80.31,40
19.8,40,412.4,131.9,2900,80.41,40
18.9,40,412.3,133.1,2910,80.51,40
17.8,40,412,133.3,2946,80.53,40
19.1,40,411.5,132.9,2948,80.26,40
19.2,40,411.9,132.1,2945,80.26,40
19.3,40,410.1,131.9,2940,80.4,40
20,40,410.4,131.3,2930,79.95,40
20.2,40,410.2,130.8,2930,80.13,40
20.1,40,409.9,131,2928,80.3,40
20.3,40,410.2,131.3,2928,80.41,40
19.8,40,410.1,131.4,2925,80.19,40
20,40,410.7,131.1,2921,80.13,40
20.3,40,410.3,131,2923,80.31,40
20.6,40,410.4,130.7,2933,80.62,40
20.4,40,410.4,130.8,2930,80.3,40
20.7,40,409.9,130.8,2966,80.18,40
20.6,40,409.6,130.6,2954,80.3,40
20.4,40,409.8,130.6,2940,80.38,40
20.6,40,409,130.6,2937,80.66,40
20.8,40,409.2,130.4,2936,80.44,40
21.3,40,409.2,130,2931,80.12,40
22.6,40,409,129.3,2936,81,40
15.4,40,420.7,143.4,2856,78.44,40
14.7,32,415.5,138.2,2856,75.28,32
12.7,30,412,138.7,2804,48.82,30
12.2,30,410.3,139.2,2801,48.92,30
11.5,30,408.9,139.6,2794,48.73,30
14.7,30,405.7,139.4,2830,48.67,30
16.1,30,405.2,136.1,2872,48.49,30
15.3,30,404.3,139.7,2839,48.75,30
12,30,403,139.9,2813,48.86,30
12.3,30,402.5,139,2816,48.78,30
13.2,30,402.7,138.3,2816,48.89,30
13.6,30,401.9,137.7,2814,48.84,30
13.2,30,402,138,2804,48.91,30
13.2,30,401.3,137.9,2800,48.88,30
12.9,30,401.1,138.7,2804,48.84,30
12.4,30,400.4,138.9,2796,48.69,30
12.5,30,400,138.8,2798,48.89,30
11.8,30,399.8,139.4,2797,48.68,30
11.3,30,399.3,139.9,2786,48.72,30
11.5,30,398.8,139.8,2782,48.68,30
11.5,30,398.8,139.9,2786,48.66,30
11.6,30,398.5,139.8,2780,48.88,30
11.8,30,397.3,139.4,2792,48.88,30
12,30,397.6,139.2,2786,48.73,30
12,30,397,139.6,2784,48.85,30
11.8,30,396.6,139.4,2782,48.85,30
11.9,30,397.9,139.4,2784,48.78,30
11.6,29,397.6,139.4,2780,48.61,29
12.4,30,397.5,139.2,2798,48.71,30
11.9,30,397.1,139.7,2793,48.72,30
11.8,30,396.6,139.5,2779,48.84,30
11.7,30,396.3,139.6,2780,49.8,30
12.1,30,395.6,139.1,2784,49.68,30
12.7,30,396.3,139,2795,49.71,30
12.1,30,395.1,139.2,2795,49.73,30
16.9,30,395.4,138.8,2788,49.89,30
16.6,30,395.4,134.9,2791,49.89,30
16.7,30,394.9,138.8,2792,49.72,30
12.4,30,395,138.8,2809,49.71,30
12.7,30,395,138.5,2825,49.74,30
12.6,29,394.9,138.6,2791,49.75,29
12.3,29,394.7,140.3,2793,49.82,29
11.7,29,394.8,140.2,2769,49.74,29
12,30,394.5,139.1,2777,49.69,30
12.5,30,394.3,138.7,2789,49.72,30
13.1,30,393.2,138,2801,49.9,30
12.7,30,392.6,138.4,2800,49.81,30
14.2,29,392.6,138.3,2842,49.87,29
12.8,30,392.5,138.9,2840,49.76,30
12.1,40,401.6,146.1,2797,49.4,40
12.3,40,397.1,138.8,2806,49.9,40
13.3,40,396.7,142,3034,49.87,40
11.9,40,392.5,140.9,3022,43.37,40
11.6,40,390.5,142.1,2778,34.63,40
11.7,40,390.6,141.4,2684,34.2,40
12.4,40,390.3,140.8,2788,34.17,40
11.1,40,388.7,139.9,2775,34.23,40
14.2,40,388.5,140.2,2744,63.06,40
14.6,40,388.1,136.5,2672,64.63,40
14.8,40,388.1,136.4,2664,64.72,40
15.1,40,388.1,136.4,2676,64.46,40
15.2,40,387.3,136.4,2671,67.39,40
16.1,40,387.5,135.4,2701,69.62,40
16.3,40,387.1,134.9,2703,69.57,40
16.1,40,387.2,135.2,2697,69.5,40
15.8,40,386.4,135.3,2701,69.5,40
15.6,40,389.5,135.6,2698,69.54,40
20.8,40,389.7,135.6,2708,69.3,40
19.7,39,389.3,131.6,2706,69.53,39
19.6,39,389.6,134.9,2705,69.87,39
16.5,39,388.7,134.7,2705,70.15,39
16.3,39,388.9,135.2,2705,70.25,39
17.2,39,388.4,134.9,2730,70.41,39
17,39,388.1,134.7,2734,70.35,39
16.3,39,388.5,134.9,2710,70.09,39
16.3,39,387.9,135,2708,70.16,39
16.8,39,388.4,134.7,2709,70.26,39
20,40,388.1,133.9,2779,70.05,40
18.9,39,387.1,134.6,2781,69.98,39
16.3,39,387.2,134.8,2722,70.24,39
16.3,39,387.2,134.9,2709,70.2,39
16.2,39,386.4,135,2704,70.33,39
16.3,39,386,134.9,2704,70.19,39
16.4,39,385.7,135.2,2710,70.02,39
16.4,39,385.8,134.9,2711,70.15,39
16.6,39,385.6,134.7,2708,70.51,39
16.8,39,385.8,134.7,2708,70.35,39
17.4,39,385.8,134.4,2717,70.57,39
17.3,40,385.6,134.5,2726,70.73,40
16.8,39,385.6,134.8,2718,70.57,39
17.5,39,385.4,134.4,2704,70.48,39
18,40,385.6,133.8,2715,70.44,40
4.5,39,391.6,149.9,2384,22.84,39
11.7,39,390.5,145.6,2639,68.06,39
11.6,39,390.4,139.9,2643,69.42,39
12.7,39,389.1,139.8,2660,69.09,39
14.3,39,388.1,138.2,2680,71.03,39
16.1,40,387,135.8,2768,83.78,40
19,40,386.1,135.3,2767,84.96,40
19,40,385.6,133,2768,84.63,40
18.8,40,385.3,135.3,2773,84.8,40
15.8,39,384.6,135.2,2774,84.13,39
16.6,39,383.9,135,2774,84.2,39
17.1,39,383.8,134,2800,84.03,39
17.4,39,383.5,133.8,2787,84.46,39
17.7,39,383.4,133.5,2786,84.89,39
17.5,39,383.3,134,2805,84.7,39
17.7,40,383.2,133.5,2836,84.63,40
18.2,40,383.2,133.2,2847,84.8,40
18.3,40,382.3,133.1,2860,84.64,40
19,39,382.1,132.9,2898,84.04,39
18.5,40,382.2,132.9,2897,84.04,40
18.2,40,382,133.7,2895,84.38,40
17.5,40,381.8,133.8,2858,84.55,40
17,40,381.9,134.2,2806,84.39,40
16.9,40,381.9,134.3,2798,84.38,40
16.6,40,381.7,135.8,2812,84.79,40
15.3,39,381.7,135.8,2766,84.81,39
15.8,39,381.5,135.5,2769,84.55,39
16.6,40,381.4,134.8,2788,84.38,40
16.8,40,381.4,134.2,2802,84.45,40
16.9,39,381.2,134.3,2824,84.38,39
17,39,381.4,134.2,2823,84.37,39
16.9,39,381.1,134.1,2815,83.61,39
16.9,40,381.1,134,2814,84.62,40
17.4,40,381,133.8,2802,84.89,40
17.5,39,380.3,133.6,2823,84.98,39
17.9,39,380.5,133.7,2809,84.72,39
17.9,40,380.3,133.9,2816,84.89,40
17.3,39,379.9,133.8,2804,84.72,39
21.8,39,380.4,133.7,2815,84.89,39
21.1,39,379.7,130.3,2798,84.98,39
20.6,39,379.8,134.2,2794,84.97,39
17.4,40,380,134,2789,84.72,40
17,39,379.5,134.3,2789,84.8,39
16.5,40,379.3,135,2779,85.15,40
15.6,39,379.3,135.5,2750,84.29,39
15.4,39,379.2,135.7,2750,84.37,39
15.4,40,379.1,135.7,2746,84.37,40
16.5,39,379,135.9,2758,84.21,39
17.3,39,378.5,133.9,2790,85.06,39
17.3,40,378.6,133.8,2784,85.13,40
17.2,39,378.4,134.6,2768,84.29,39
16.7,40,378.6,134.6,2761,84.03,40
16.8,40,378.4,134.4,2765,85.06,40
16.7,40,378.4,134.7,2765,83.87,40
17,39,378.2,134,2772,84.8,39
17.4,40,378.3,134,2766,84.89,40
18.9,40,378.2,133.3,2779,93.78,40
20.6,40,377.6,131.8,2844,99.5,40
21.6,39,378,130,2901,99.32,39
21.8,39,378.1,132.9,2916,99.07,39
19.4,40,377.3,132.3,2871,99.38,40
19.6,40,377.7,132,2861,100.82,40
19.6,39,377.7,131.9,2859,100.47,39
19.2,40,377.2,132.3,2826,100.1,40
19.6,40,377.1,131.8,2789,100.01,40
20.7,40,376.8,131.2,2789,100.69,40
21.7,39,377,130,2806,100.63,39
22,40,376.8,129.3,2826,100.55,40
21.7,40,376,131.5,2842,99.96,40
23.8,40,376.1,131.5,2803,99.79,40
24.2,40,375.7,127.3,2794,98.72,40
24.4,40,375.4,131.1,2830,100.85,40
21,39,375.7,131.2,2825,100.85,39
21.3,40,375.3,137.1,2882,100.6,40
13.4,39,374.3,138.8,2801,43.59,39
11.9,39,373.9,140.8,2783,43.46,39
11.2,39,373.4,142.6,2742,43.5,39
11.7,40,373.9,142.7,2689,43.48,40
10.7,40,374.2,143,2713,43.52,40
11.9,40,373.8,140.2,2749,43.37,40
12.8,39,371.9,139,2798,43.51,39
11.7,39,371.9,142.6,2798,43.37,39
10.4,40,371.9,142.8,2673,43.21,40
10.8,39,372,142.5,2663,43.62,39
11.1,40,371.5,142,2736,43.45,40
10.7,40,370.6,140.9,2760,43.43,40
10.4,39,370.2,141.1,2748,43.53,39
14.9,40,370,141.1,2655,99.45,40
16.9,39,370.2,135.6,2721,101.04,39
17.3,39,370,134.2,2759,101.04,39
17.9,39,369.7,134,2753,101.04,39
18.5,39,370.2,132.9,2778,100.78,39
19.3,39,370.1,132.4,2774,101.21,39
25.1,39,369.6,131.1,2804,100.77,39
24.3,39,369.5,127.8,2906,100.01,39
10.6,40,366.2,141,2778,27.67,40
10.7,40,364.8,141.9,2805,44.09,40
8.8,40,363.7,144.3,2777,43.99,40
7.7,40,362.6,145.5,2652,43.93,40
8.1,39,362.2,145.3,2642,44.07,39
9.3,40,361.1,144.2,2754,44.3,40
12.2,39,360.3,141.7,2774,43.81,39
12,39,359.5,139.9,2780,43.88,39
11.6,40,358.9,142.2,2745,87.78,40
16.2,39,358.9,138.4,2766,123.15,39
19.4,39,359.2,134.2,2853,124.78,39
21,39,358.5,131.2,2870,124.74,39
23.3,39,358.5,129.6,2908,124.95,39
23.9,40,359.1,127.7,2901,124.7,40
20.3,39,358.5,133.8,2964,48,39
21.5,39,358.4,130.2,2915,122.64,39
21.6,40,358.6,130.8,2963,123.41,40
19.9,40,358.8,139.6,2916,107.01,40
11.2,40,358.1,142.1,2820,43.78,40
8.7,40,357.8,145.2,2757,43.79,40
8.5,40,358.6,144.7,2656,44.17,40
9.1,39,358.3,144.2,2665,43.71,39
9.3,40,358.2,143,2743,44.01,40
8.8,40,357.6,143.2,2750,44.04,40
12.6,39,356.7,142.9,2728,97.67,39
15.7,39,356.6,137.6,2714,109.57,39
17.4,39,358,134.5,2771,109.48,39
17.6,39,357.4,133.5,2824,109.49,39
18,40,357.5,133.1,2831,109.24,40
18,39,357.5,133.7,2843,109.58,39
19.2,39,357.8,132.7,2879,109.06,39
18.7,39,357.9,133,2875,108.98,39
18.2,40,357.6,133.5,2841,110.08,40
17.3,39,357.8,134,2837,109.9,39
17.9,40,357.6,133.6,2832,109.74,40
18.9,40,357.5,132.9,2832,109.74,40
19.3,40,357.5,133.3,2868,110,40
22.8,40,357.4,133.5,2825,110.17,40
24.4,40,357.3,128.1,2862,108.82,40
23.6,40,356.7,132.3,2884,110.08,40
21.3,40,357.2,130.9,2965,110.01,40
20.4,40,356.5,131.8,2943,109.07,40
20.3,40,357.1,131.5,2876,110.1,40
21.2,39,356.6,131.7,2848,110.04,39
24.9,40,356.2,129.3,2900,109.96,40
21.7,39,356.3,131.2,2916,108.39,39
21.1,39,356.4,131.1,2867,109.66,39
21,39,356.6,130.2,2855,110.08,39
21.8,39,356.1,129.9,2936,109.38,39
21.1,39,355.9,131,2931,108.9,39
19.7,39,355.8,131.9,2868,110.33,39
19.7,40,355.5,131.9,2852,109.75,40
21.1,40,355.5,130.8,2901,110,40
22.5,39,355.4,129.8,2915,109.92,39
23.3,40,355.2,128.3,2937,110,40
24.2,40,355.3,131.1,2977,110.34,40
22,40,355.2,130.7,2864,109.75,40
24,40,354.6,130.8,2970,108.97,40
22.3,40,355.1,130.4,2941,107.94,40
23.7,40,355,130.4,2930,106.67,40
24.5,40,354.5,131.9,2985,106.58,40
23.2,39,355,128.6,2896,109.82,39
23.2,40,354.9,128.7,2922,109.41,40
22.5,40,354.4,129.6,2938,110.08,40
21.3,40,354.6,130.2,2906,109.92,40
23.1,39,354.8,129.9,2928,109.84,39
23.9,39,354.4,127.6,2908,109.07,39
23.4,39,354.4,128.2,2902,107.27,39
23.8,39,354.6,129.7,2903,109.66,39
25,39,354.5,128,2864,107.44,39
23.5,39,354,130,2772,104.19,39
21.9,40,354,130.6,2836,110.34,40
22.4,40,354.5,129.3,2862,110.94,40
23.4,40,353.9,128.6,2935,111.19,40
23.3,40,354,128.8,2941,107.64,40
22.4,40,353.2,128.9,2881,110.92,40
22.1,40,353.1,130.6,2903,110.84,40
20.3,39,352.9,131.3,2872,111.11,39
22,40,353,130.2,2864,111,40
22.9,40,352.8,128.9,2866,111.1,40
22.8,40,352.9,129.9,2855,110.76,40
22.4,39,353.2,129.5,2843,110.94,39
22.2,40,353,129.9,2856,111.2,40
