11.6,29,354.6,118.3,2736,38.31
11.7,29,353.8,117.6,2782,43.54
11.9,29,353.4,117.4,2785,43.84
10.9,29,352.5,117.8,2762,43.81
10.7,29,352.3,117.9,2735,44
12.3,29,351.3,116.7,2781,43.79
14.1,29,350.4,116,2781,44.05
15.2,29,349.6,114.2,2743,44.01
15.5,29,347.8,116.8,2739,44.17
12.6,29,347.2,116.5,2739,43.98
11.1,29,346.4,117.1,2730,43.95
10.9,29,346.1,117.1,2717,43.82
11.1,29,343.9,116.9,2718,43.71
11.5,29,342.6,116.8,2728,43.82
10.8,29,342.9,117.3,2722,43.82
5,30,352.4,125.3,2482,15.08
11.5,30,350.7,121.9,2728,43.74
12.4,30,343.8,116.6,2743,44
12.4,30,342.6,116.5,2740,44
11.3,30,341.3,117.4,2774,43.99
11,30,340.3,117.9,2761,44.16
10.6,30,339.3,117.8,2728,44.06
11.8,30,338.7,117.8,2763,43.84
10.4,30,338.2,117.8,2747,43.89
11,30,337.6,117.4,2738,43.87
11.2,30,336.9,117.1,2728,44.16
10.7,30,336.2,117.3,2726,43.78
11.1,30,336.2,117.2,2724,43.88
11,30,335.4,117.1,2724,43.53
11.7,30,334.7,116.9,2753,43.82
11.3,30,334.8,117.4,2747,43.87
11.6,30,333.4,117.1,2767,44.02
11.2,30,333,117.6,2756,43.9
11.1,30,333.1,117.4,2733,44.14
10.6,30,331.6,117.6,2709,44.02
10.4,30,331.4,117.5,2708,44.09
10.2,30,330.8,117.7,2704,44.06
10.1,30,330.4,117.8,2706,44.14
14.5,30,330.2,117.5,2736,43.93
13.9,30,329.6,114.2,2712,43.88
13.1,30,329.3,117.7,2715,43.89
11.7,30,329.1,117.5,2739,44.7
10.7,30,329,117.7,2716,44.91
9.9,30,327.7,117.9,2694,44.57
10.8,30,325.2,117.7,2726,44.37
11.1,30,326.3,117.5,2732,44.44
10.2,30,325.8,117.8,2714,44.49
12,30,325.6,117.6,2755,44.49
11.1,30,324.5,117.7,2757,44.57
11,30,324.2,117.5,2721,44.55
10.6,30,323.5,117.4,2708,44.6
10.7,30,323.3,117.6,2721,44.5
15.8,30,322.7,117.6,2726,44.67
19.3,30,322.4,111.5,2829,44.47
19.8,30,321.8,116.8,2954,45
11.5,30,320.8,116.8,2731,44.37
11.5,30,320.7,117.1,2708,44.31
11.5,30,320.4,116.8,2715,44.61
11.5,30,319.9,116.7,2759,44.7
11.4,30,319.4,116.5,2759,44.59
11.9,30,318.8,116.8,2763,44.55
11.7,30,317.8,116.5,2724,44.74
11.7,30,317.6,116.3,2717,44.86
12.9,30,316.8,116.4,2717,44.41
8.2,30,307.7,126.2,2673,83.39
6.9,30,307.3,121.4,2859,82.83
6.5,29,305.7,123.6,2854,28.15
6.4,30,305.8,123.1,2832,28.13
6.4,29,304.7,122.2,2865,28.1
6.7,29,304.9,123.6,2824,28.07
8.9,29,303.8,122,2830,28.04
9.3,29,303.5,120.3,2860,28.08
7.1,29,302,122.7,2641,28.01
5.6,30,302.5,122.4,2632,28.06
5.6,30,302.1,122.3,2628,28.11
7.9,29,301.4,122,2675,28.11
7.5,29,301.2,121.4,2668,34.61
8.3,29,300.1,119.7,2718,43.96
8.5,29,300.9,119.2,2718,43.88
9.1,29,299.4,119.1,2730,44.25
8.9,29,298.5,119.1,2736,44.16
8.7,29,297.7,119.6,2733,43.86
9.7,29,298.1,144,2676,36.92
10.8,29,297.2,139,2741,48.43
12.2,29,296,138.6,2772,48.86
11.2,29,296.1,138.5,2735,48.78
12.2,29,292.7,137.6,2750,48.85
11.8,29,293.5,137.8,2751,48.81
12,29,294.9,137.5,2723,48.84
12,29,294.3,137.6,2735,48.82
12.7,29,294,137.3,2715,48.67
12.6,29,293.8,136.9,2709,48.51
12,29,293.7,137.8,2707,48.75
11.7,29,293.3,137.8,2700,48.89
11.8,29,291.9,138.1,2705,48.8
11.3,29,291.6,137.9,2714,48.52
11.7,29,290,137.9,2742,49.29
11.1,29,289.8,140.6,2861,49.59
8.3,29,290.1,143,2850,29.86
9.1,29,288.7,142.6,2783,29.77
10,29,290.7,142.6,2863,29.72
11.8,29,290.1,140.4,2908,29.74
12.6,29,289,137.9,2804,29.75
13.8,29,288.7,138.8,2690,49.46
13.5,29,286,137.8,2808,59.04
13.6,29,287.7,135.9,2801,63.56
14.6,29,288.1,135.2,2804,64.8
15,29,287.7,134.3,2829,64.57
15,29,286.2,134.4,2830,64.63
15.8,29,285.7,134.2,2821,64.7
15.9,29,285.7,134.2,2817,64.61
14.5,29,285.4,138.7,2960,61.3
10.2,29,283.7,141.4,2879,29.96
10.4,29,285,141.4,2782,29.79
10.6,29,283.7,140.8,2857,29.82
10,29,280.9,139.5,2908,29.86
9.9,29,292.5,140.3,2878,29.98
13,29,303.3,139.9,2745,52.35
14,29,309.7,135.7,2818,59.49
14.6,29,316.7,134.9,2810,59.4
14.9,29,322.2,134.2,2828,59.46
15.1,29,327.9,134.2,2834,59.49
15.1,29,333.8,134.3,2819,59.56
15.2,29,339.5,134,2833,59.57
15.5,29,344.8,134.2,2847,59.58
14.9,29,351.6,134.3,2823,59.34
15.6,29,355.5,134,2821,59.44
15.4,29,361,133.7,2820,59.42
15.1,29,366.4,134.2,2813,59.52
16.1,29,371.7,134,2828,59.54
16.8,29,376.7,133.7,2812,59.53
17.3,29,381.1,132.9,2858,59.67
15.8,29,386.2,133.7,2831,59.43
19.8,29,391.5,133.7,2799,59.48
20.1,29,397.6,129.3,2800,59.39
19.7,29,401,133.9,2800,59.57
15.8,29,404.7,133.7,2793,59.86
15.6,29,409,134.1,2794,59.93
15,29,412.7,134.3,2781,60.21
14.8,29,416.8,134.5,2784,59.56
14.6,29,420.2,134.6,2787,59.82
14.9,29,425,134.3,2780,59.9
15.2,29,428.7,134.2,2776,59.98
15.1,29,432.6,134.2,2766,59.96
15,29,435.7,134.4,2764,59.8
15.7,30,440.6,134.7,2769,59.87
15,30,444.5,134.7,2773,59.94
14.4,30,447.5,135.6,2767,60.29
14.2,30,452,135.4,2743,59.6
14.5,30,452.5,135.1,2769,60.06
15.8,30,450.8,134.3,2773,59.62
15.8,30,449.9,137.9,2853,59.63
10.8,30,448.2,139.1,2854,28.95
10.1,30,445.2,141.1,2817,28.87
11,30,444.9,141.7,2763,28.85
10.8,30,444.9,139.6,2831,28.85
9.9,30,443.2,139.7,2858,28.89
10,30,441.2,139.7,2836,28.9
15.4,29,441.1,139.3,2737,65.71
11.5,40,445.2,148.4,2692,69.28
17.2,40,442.7,138.8,2822,74.36
17.2,40,441.2,139.3,2957,74.24
14.5,40,439.8,136.8,2882,74.73
15.1,40,439.2,136.1,2880,74.77
15.2,40,437.7,136.1,2886,74.58
20.8,40,436.7,135.5,2886,74.31
21.1,40,436.1,130.3,2879,74.43
21.1,40,434.6,135,2929,74.58
15.8,40,434.6,135.6,2900,74.22
16,40,434.4,135.4,2887,74.47
16.7,40,433.3,134.9,2883,74.57
16.8,40,433.4,134.4,2885,74.78
18,40,432.9,134.1,2905,74.69
18.4,40,433.1,132.9,2880,74.54
18.4,40,432.5,133,2909,74.3
17.7,40,431.7,133.4,2895,74.52
17.5,40,431.3,133.6,2892,74.37
17.1,40,430.8,134.2,2888,74.39
16.7,40,430.8,134.6,2880,74.36
16.9,40,430.7,135,2883,74.41
17.3,40,430.2,133.8,2904,74.84
17.5,40,430.1,133.5,2915,74.56
17.6,40,430.1,133.6,2924,74.68
17.4,40,430,133.7,2892,74.26
17.9,40,430.1,133.3,2899,74.41
17.7,40,429.4,133.3,2910,74.67
17.8,40,428.5,133.3,2930,74.53
18,40,428.3,133.3,2932,74.45
18.1,40,427.5,132.9,2911,74.29
18.7,40,427.4,132.9,2911,74.47
18.3,40,427.4,133.2,2910,73.6
18.6,40,427.1,132.9,2911,75.48
18.7,40,427.4,132.5,2913,75.49
18.3,40,427.1,132.8,2923,75.49
18.7,40,427.2,132.8,2943,75.51
18.4,40,426.7,132.7,2914,75.49
21.8,40,427.8,132.6,2932,75.5
23,40,428,128.6,2928,75.38
22.9,40,426.4,131.6,2939,75.45
19,40,425.8,132.2,2942,75.49
19,40,425.8,132.2,2935,75.45
19,40,424.9,132,2933,75.32
18.9,40,424.9,132.5,2934,75.28
18.5,40,425.2,132.8,2913,75.51
18.7,40,424.8,138.5,3009,75.07
12.1,40,423,139.6,2950,29.81
12,40,422.9,141.6,2916,29.79
12.2,40,422.2,141.4,2833,29.85
12.2,40,421.7,139.7,2930,29.85
9,40,417.7,145,2615,19.83
13.5,40,417.7,141.3,3052,43.8
13.4,40,417,138.1,3052,43.96
15.9,40,416.6,138.8,3017,74.01
17.8,40,416.5,134.4,2867,80.86
18.3,40,416.4,133,2875,80.22
18.5,40,416.5,132.7,2876,80.25
18.1,40,415.7,132.8,2872,80.47
18,40,415.6,133.1,2871,80.49
18.2,40,415,133.1,2884,80.39
17.7,40,415,133.3,2884,80.22
17.7,40,414.8,133.3,2884,80.09
18.1,40,414.5,133.2,2877,80.31
18.2,40,414.7,132.9,2885,80.3
18.5,40,414.4,132.7,2887,80.4
18.3,40,413.8,132.8,2891,80.19
18.4,40,413.6,132.6,2890,80.3
18.3,40,413.2,132.9,2893,80.39
17.9,40,413.4,133.2,2890,80.56
22.4,40,413,133.3,2891,80.56
23.1,40,412.7,129.3,2892,80.08
23.9,40,412.6,131.2,2880,80.41
20.2,40,412.3,131.1,2892,80.31
19.8,40,412.4,131.9,2900,80.41
18.9,40,412.3,133.1,2910,80.51
17.8,40,412,133.3,2946,80.53
19.1,40,411.5,132.9,2948,80.26
19.2,40,411.9,132.1,2945,80.26
19.3,40,410.1,131.9,2940,80.4
20,40,410.4,131.3,2930,79.95
20.2,40,410.2,130.8,2930,80.13
20.1,40,409.9,131,2928,80.3
20.3,40,410.2,131.3,2928,80.41
19.8,40,410.1,131.4,2925,80.19
20,40,410.7,131.1,2921,80.13
20.3,40,410.3,131,2923,80.31
20.6,40,410.4,130.7,2933,80.62
20.4,40,410.4,130.8,2930,80.3
20.7,40,409.9,130.8,2966,80.18
20.6,40,409.6,130.6,2954,80.3
20.4,40,409.8,130.6,2940,80.38
20.6,40,409,130.6,2937,80.66
20.8,40,409.2,130.4,2936,80.44
21.3,40,409.2,130,2931,80.12
22.6,40,409,129.3,2936,81
15.4,40,420.7,143.4,2856,78.44
14.7,32,415.5,138.2,2856,75.28
12.7,30,412,138.7,2804,48.82
12.2,30,410.3,139.2,2801,48.92
11.5,30,408.9,139.6,2794,48.73
14.7,30,405.7,139.4,2830,48.67
16.1,30,405.2,136.1,2872,48.49
15.3,30,404.3,139.7,2839,48.75
12,30,403,139.9,2813,48.86
12.3,30,402.5,139,2816,48.78
13.2,30,402.7,138.3,2816,48.89
13.6,30,401.9,137.7,2814,48.84
13.2,30,402,138,2804,48.91
13.2,30,401.3,137.9,2800,48.88
12.9,30,401.1,138.7,2804,48.84
12.4,30,400.4,138.9,2796,48.69
12.5,30,400,138.8,2798,48.89
11.8,30,399.8,139.4,2797,48.68
11.3,30,399.3,139.9,2786,48.72
11.5,30,398.8,139.8,2782,48.68
11.5,30,398.8,139.9,2786,48.66
11.6,30,398.5,139.8,2780,48.88
11.8,30,397.3,139.4,2792,48.88
12,30,397.6,139.2,2786,48.73
12,30,397,139.6,2784,48.85
11.8,30,396.6,139.4,2782,48.85
11.9,30,397.9,139.4,2784,48.78
11.6,29,397.6,139.4,2780,48.61
12.4,30,397.5,139.2,2798,48.71
11.9,30,397.1,139.7,2793,48.72
11.8,30,396.6,139.5,2779,48.84
11.7,30,396.3,139.6,2780,49.8
12.1,30,395.6,139.1,2784,49.68
12.7,30,396.3,139,2795,49.71
12.1,30,395.1,139.2,2795,49.73
16.9,30,395.4,138.8,2788,49.89
16.6,30,395.4,134.9,2791,49.89
16.7,30,394.9,138.8,2792,49.72
12.4,30,395,138.8,2809,49.71
12.7,30,395,138.5,2825,49.74
12.6,29,394.9,138.6,2791,49.75
12.3,29,394.7,140.3,2793,49.82
11.7,29,394.8,140.2,2769,49.74
12,30,394.5,139.1,2777,49.69
12.5,30,394.3,138.7,2789,49.72
13.1,30,393.2,138,2801,49.9
12.7,30,392.6,138.4,2800,49.81
14.2,29,392.6,138.3,2842,49.87
12.8,30,392.5,138.9,2840,49.76
12.1,40,401.6,146.1,2797,49.4
12.3,40,397.1,138.8,2806,49.9
13.3,40,396.7,142,3034,49.87
11.9,40,392.5,140.9,3022,43.37
11.6,40,390.5,142.1,2778,34.63
11.7,40,390.6,141.4,2684,34.2
12.4,40,390.3,140.8,2788,34.17
11.1,40,388.7,139.9,2775,34.23
14.2,40,388.5,140.2,2744,63.06
14.6,40,388.1,136.5,2672,64.63
14.8,40,388.1,136.4,2664,64.72
15.1,40,388.1,136.4,2676,64.46
15.2,40,387.3,136.4,2671,67.39
16.1,40,387.5,135.4,2701,69.62
16.3,40,387.1,134.9,2703,69.57
16.1,40,387.2,135.2,2697,69.5
15.8,40,386.4,135.3,2701,69.5
15.6,40,389.5,135.6,2698,69.54
20.8,40,389.7,135.6,2708,69.3
19.7,39,389.3,131.6,2706,69.53
19.6,39,389.6,134.9,2705,69.87
16.5,39,388.7,134.7,2705,70.15
16.3,39,388.9,135.2,2705,70.25
17.2,39,388.4,134.9,2730,70.41
17,39,388.1,134.7,2734,70.35
16.3,39,388.5,134.9,2710,70.09
16.3,39,387.9,135,2708,70.16
16.8,39,388.4,134.7,2709,70.26
20,40,388.1,133.9,2779,70.05
18.9,39,387.1,134.6,2781,69.98
16.3,39,387.2,134.8,2722,70.24
16.3,39,387.2,134.9,2709,70.2
16.2,39,386.4,135,2704,70.33
16.3,39,386,134.9,2704,70.19
16.4,39,385.7,135.2,2710,70.02
16.4,39,385.8,134.9,2711,70.15
16.6,39,385.6,134.7,2708,70.51
16.8,39,385.8,134.7,2708,70.35
17.4,39,385.8,134.4,2717,70.57
17.3,40,385.6,134.5,2726,70.73
16.8,39,385.6,134.8,2718,70.57
17.5,39,385.4,134.4,2704,70.48
18,40,385.6,133.8,2715,70.44
4.5,39,391.6,149.9,2384,22.84
11.7,39,390.5,145.6,2639,68.06
11.6,39,390.4,139.9,2643,69.42
12.7,39,389.1,139.8,2660,69.09
14.3,39,388.1,138.2,2680,71.03
16.1,40,387,135.8,2768,83.78
19,40,386.1,135.3,2767,84.96
19,40,385.6,133,2768,84.63
18.8,40,385.3,135.3,2773,84.8
15.8,39,384.6,135.2,2774,84.13
16.6,39,383.9,135,2774,84.2
17.1,39,383.8,134,2800,84.03
17.4,39,383.5,133.8,2787,84.46
17.7,39,383.4,133.5,2786,84.89
17.5,39,383.3,134,2805,84.7
17.7,40,383.2,133.5,2836,84.63
18.2,40,383.2,133.2,2847,84.8
18.3,40,382.3,133.1,2860,84.64
19,39,382.1,132.9,2898,84.04
18.5,40,382.2,132.9,2897,84.04
18.2,40,382,133.7,2895,84.38
17.5,40,381.8,133.8,2858,84.55
17,40,381.9,134.2,2806,84.39
16.9,40,381.9,134.3,2798,84.38
16.6,40,381.7,135.8,2812,84.79
15.3,39,381.7,135.8,2766,84.81
15.8,39,381.5,135.5,2769,84.55
16.6,40,381.4,134.8,2788,84.38
16.8,40,381.4,134.2,2802,84.45
16.9,39,381.2,134.3,2824,84.38
17,39,381.4,134.2,2823,84.37
16.9,39,381.1,134.1,2815,83.61
16.9,40,381.1,134,2814,84.62
17.4,40,381,133.8,2802,84.89
17.5,39,380.3,133.6,2823,84.98
17.9,39,380.5,133.7,2809,84.72
17.9,40,380.3,133.9,2816,84.89
17.3,39,379.9,133.8,2804,84.72
21.8,39,380.4,133.7,2815,84.89
21.1,39,379.7,130.3,2798,84.98
20.6,39,379.8,134.2,2794,84.97
17.4,40,380,134,2789,84.72
17,39,379.5,134.3,2789,84.8
16.5,40,379.3,135,2779,85.15
15.6,39,379.3,135.5,2750,84.29
15.4,39,379.2,135.7,2750,84.37
15.4,40,379.1,135.7,2746,84.37
16.5,39,379,135.9,2758,84.21
17.3,39,378.5,133.9,2790,85.06
17.3,40,378.6,133.8,2784,85.13
17.2,39,378.4,134.6,2768,84.29
16.7,40,378.6,134.6,2761,84.03
16.8,40,378.4,134.4,2765,85.06
16.7,40,378.4,134.7,2765,83.87
17,39,378.2,134,2772,84.8
17.4,40,378.3,134,2766,84.89
18.9,40,378.2,133.3,2779,93.78
20.6,40,377.6,131.8,2844,99.5
21.6,39,378,130,2901,99.32
21.8,39,378.1,132.9,2916,99.07
19.4,40,377.3,132.3,2871,99.38
19.6,40,377.7,132,2861,100.82
19.6,39,377.7,131.9,2859,100.47
19.2,40,377.2,132.3,2826,100.1
19.6,40,377.1,131.8,2789,100.01
20.7,40,376.8,131.2,2789,100.69
21.7,39,377,130,2806,100.63
22,40,376.8,129.3,2826,100.55
21.7,40,376,131.5,2842,99.96
23.8,40,376.1,131.5,2803,99.79
24.2,40,375.7,127.3,2794,98.72
24.4,40,375.4,131.1,2830,100.85
21,39,375.7,131.2,2825,100.85
21.3,40,375.3,137.1,2882,100.6
13.4,39,374.3,138.8,2801,43.59
11.9,39,373.9,140.8,2783,43.46
11.2,39,373.4,142.6,2742,43.5
11.7,40,373.9,142.7,2689,43.48
10.7,40,374.2,143,2713,43.52
11.9,40,373.8,140.2,2749,43.37
12.8,39,371.9,139,2798,43.51
11.7,39,371.9,142.6,2798,43.37
10.4,40,371.9,142.8,2673,43.21
10.8,39,372,142.5,2663,43.62
11.1,40,371.5,142,2736,43.45
10.7,40,370.6,140.9,2760,43.43
10.4,39,370.2,141.1,2748,43.53
14.9,40,370,141.1,2655,99.45
16.9,39,370.2,135.6,2721,101.04
17.3,39,370,134.2,2759,101.04
17.9,39,369.7,134,2753,101.04
18.5,39,370.2,132.9,2778,100.78
19.3,39,370.1,132.4,2774,101.21
25.1,39,369.6,131.1,2804,100.77
24.3,39,369.5,127.8,2906,100.01
10.6,40,366.2,141,2778,27.67
10.7,40,364.8,141.9,2805,44.09
8.8,40,363.7,144.3,2777,43.99
7.7,40,362.6,145.5,2652,43.93
8.1,39,362.2,145.3,2642,44.07
9.3,40,361.1,144.2,2754,44.3
12.2,39,360.3,141.7,2774,43.81
12,39,359.5,139.9,2780,43.88
11.6,40,358.9,142.2,2745,87.78
16.2,39,358.9,138.4,2766,123.15
19.4,39,359.2,134.2,2853,124.78
21,39,358.5,131.2,2870,124.74
23.3,39,358.5,129.6,2908,124.95
23.9,40,359.1,127.7,2901,124.7
20.3,39,358.5,133.8,2964,48
21.5,39,358.4,130.2,2915,122.64
21.6,40,358.6,130.8,2963,123.41
19.9,40,358.8,139.6,2916,107.01
11.2,40,358.1,142.1,2820,43.78
8.7,40,357.8,145.2,2757,43.79
8.5,40,358.6,144.7,2656,44.17
9.1,39,358.3,144.2,2665,43.71
9.3,40,358.2,143,2743,44.01
8.8,40,357.6,143.2,2750,44.04
12.6,39,356.7,142.9,2728,97.67
15.7,39,356.6,137.6,2714,109.57
17.4,39,358,134.5,2771,109.48
17.6,39,357.4,133.5,2824,109.49
18,40,357.5,133.1,2831,109.24
18,39,357.5,133.7,2843,109.58
19.2,39,357.8,132.7,2879,109.06
18.7,39,357.9,133,2875,108.98
18.2,40,357.6,133.5,2841,110.08
17.3,39,357.8,134,2837,109.9
17.9,40,357.6,133.6,2832,109.74
18.9,40,357.5,132.9,2832,109.74
19.3,40,357.5,133.3,2868,110
22.8,40,357.4,133.5,2825,110.17
24.4,40,357.3,128.1,2862,108.82
23.6,40,356.7,132.3,2884,110.08
21.3,40,357.2,130.9,2965,110.01
20.4,40,356.5,131.8,2943,109.07
20.3,40,357.1,131.5,2876,110.1
21.2,39,356.6,131.7,2848,110.04
24.9,40,356.2,129.3,2900,109.96
21.7,39,356.3,131.2,2916,108.39
21.1,39,356.4,131.1,2867,109.66
21,39,356.6,130.2,2855,110.08
21.8,39,356.1,129.9,2936,109.38
21.1,39,355.9,131,2931,108.9
19.7,39,355.8,131.9,2868,110.33
19.7,40,355.5,131.9,2852,109.75
21.1,40,355.5,130.8,2901,110
22.5,39,355.4,129.8,2915,109.92
23.3,40,355.2,128.3,2937,110
24.2,40,355.3,131.1,2977,110.34
22,40,355.2,130.7,2864,109.75
24,40,354.6,130.8,2970,108.97
22.3,40,355.1,130.4,2941,107.94
23.7,40,355,130.4,2930,106.67
24.5,40,354.5,131.9,2985,106.58
23.2,39,355,128.6,2896,109.82
23.2,40,354.9,128.7,2922,109.41
22.5,40,354.4,129.6,2938,110.08
21.3,40,354.6,130.2,2906,109.92
23.1,39,354.8,129.9,2928,109.84
23.9,39,354.4,127.6,2908,109.07
23.4,39,354.4,128.2,2902,107.27
23.8,39,354.6,129.7,2903,109.66
25,39,354.5,128,2864,107.44
23.5,39,354,130,2772,104.19
21.9,40,354,130.6,2836,110.34
22.4,40,354.5,129.3,2862,110.94
23.4,40,353.9,128.6,2935,111.19
23.3,40,354,128.8,2941,107.64
22.4,40,353.2,128.9,2881,110.92
22.1,40,353.1,130.6,2903,110.84
20.3,39,352.9,131.3,2872,111.11
22,40,353,130.2,2864,111
22.9,40,352.8,128.9,2866,111.1
22.8,40,352.9,129.9,2855,110.76
22.4,39,353.2,129.5,2843,110.94
22.2,40,353,129.9,2856,111.2
23.1,39,352.9,128.8,2881,110.17
21.9,39,352.7,130.2,2871,111.37
21.6,39,352.7,129.7,2843,111.19
21.8,39,352.6,130.3,2883,111.01
20.6,39,352.6,130.6,2883,111.35
22.9,39,352.3,130,2905,111
22.8,39,352.3,129.3,2892,110.75
21.7,39,352.5,129.5,2871,111.18
22.3,40,352.5,129.7,2880,111.17
22.8,40,352.2,128.4,2907,110.69
23.1,40,351.9,128.5,2883,110.44
23,40,351.8,128.6,2871,108.63
18.7,39,353.9,142.2,2812,43.62
18.5,39,351.5,140.1,2927,43.82
10.5,39,348.7,143.9,2855,44.11
10.4,39,348.9,142.8,2688,43.76
10.4,39,348.3,142.7,2734,44.17
14.2,39,346.8,140.7,2803,44.15
14.4,39,345.5,137.7,2802,44.21
13.7,39,344.6,140.1,2803,47.65
18.3,39,344.3,139.4,2738,116.75
20.9,39,344.4,131.7,2931,127.94
20.6,39,344.1,131.9,2948,111.88
20.9,39,344,130.9,2941,112.31
20.7,39,344.2,131,2916,112.3
20.9,39,344.1,130.9,2894,112.9
20.7,39,343.7,130.8,2914,107.77
20.7,39,344.1,133.5,2959,107.09
20.6,39,343.9,131.4,2929,121.96
20.7,39,343.4,131.7,2950,114.7
20.6,39,343.7,132.8,2953,116.92
20,39,343.6,132.1,2954,116.92
20.3,39,343.1,132.8,2956,114
20.7,39,343,130.7,2932,115.79
22.1,39,342.8,132.6,2953,108.8
21.6,39,343,130.7,2928,100.77
20.7,39,342.8,130.7,2922,106.27
20.8,39,342.6,132.5,2954,105.64
20.8,39,342.2,131.4,2926,114.18
20.9,39,341.9,130.6,2941,107.18
21,39,341.7,134.1,2958,107.3
20.1,39,341.5,131.9,2917,121.36
20.5,39,341.3,132.3,2951,115.9
20.6,39,340.9,131.5,2928,116.67
20.4,39,340.5,134,2950,110.67
20,39,340.4,133.5,2901,123.4
20.6,39,340.2,131,2934,122.72
20.5,39,340.4,135,2966,126.77
21.8,39,340.1,130.6,2932,127.03
22.3,39,340.4,130.7,2897,109.48
21.6,39,340.6,130.5,2811,93.52
21.5,39,340.6,132.3,2801,100.98
22.2,39,340.3,131,2900,115.73
21,39,340.5,131,2915,107.82
21.5,39,340.3,130.7,2927,105.71
21.7,39,340.1,130.4,2940,101.02
21.1,39,340.1,130.4,2930,102.57
21.1,39,340.2,130.6,2954,104.36
20.6,39,339.6,130.8,2926,107.69
21,39,339.9,130.8,2929,106.07
20.7,39,339.8,130.7,2920,106.83
